Brand,Model,Type,Manufactured_year,Distance(km),Engine(cc),Price
Bajaj,Bajaj Pulsar sd দশ বছরের কাগজ 2010,Motorbikes,2010,35000,150,72000
Bajaj,Bajaj XCD . 2011,Motorbikes,2011,35000,125,35000
Bajaj,Bajaj CT 100 2014,Motorbikes,2014,40000,100,40000
Bajaj,Bajaj Platina . 2015,Motorbikes,2015,26500,110,50000
Bajaj,Bajaj Pulsar sd 2018,Motorbikes,2018,18000,150,102000
Bajaj,Bajaj Caliber  2007,Motorbikes,2007,100000,120,35000
Bajaj,Bajaj Pulsar NS 160  2019,Motorbikes,2019,25000,160,125000
Bajaj,Bajaj Discover 125  2007,Motorbikes,2007,45,85,65000
Bajaj,Bajaj Discover ug4 2010,Motorbikes,2010,41785,150,58500
Bajaj,Bajaj Pulsar 150 good engine 2012,Motorbikes,2012,31452,150,68500
Bajaj,Bajaj Pulsar good 👍 engine 2012,Motorbikes,2012,31254,150,72000
Bajaj,Bajaj Discover 135 . 2010,Motorbikes,2010,68537,135,95000
Bajaj,Bajaj Discover 100 . 2018,Motorbikes,2018,35000,100,70000
Bajaj,Bajaj Pulsar 150  2022,Motorbikes,2022,3606,150,175000
Bajaj,Bajaj CT 100 . 2017,Motorbikes,2017,12165,100,66500
Bajaj,Bajaj Discover 125 good candetin 2014,Motorbikes,2014,16525,125,63000
Bajaj,Bajaj Pulsar all clear 2011,Motorbikes,2011,21452,125,62000
Bajaj,Bajaj Pulsar 150 . 2017,Motorbikes,2017,14000,150,115000
Bajaj,Bajaj Pulsar . 2014,Motorbikes,2014,30000,150,87000
Bajaj,Bajaj Pulsar 150 . 2018,Motorbikes,2018,35000,150,114000
Bajaj,Bajaj Discover 2020,Motorbikes,2020,31000,110,96000
Bajaj,Bajaj Pulsar . 2014,Motorbikes,2014,26486,150,82000
Bajaj,Bajaj Pulsar 150 2023,Motorbikes,2023,3200,150,170000
Bajaj,Bajaj Discover 125 . 2017,Motorbikes,2017,22000,125,120000
Bajaj,Bajaj Boxer Red 2007,Motorbikes,2007,35000,100,44500
Bajaj,Bajaj Pulsar 150 . 2019,Motorbikes,2019,13000,150,128000
Bajaj,Bajaj Discover . 2022,Motorbikes,2022,9708,110,107999
Bajaj,Bajaj Pulsar 150 2015,Motorbikes,2015,20000,150,87000
Bajaj,Bajaj Pulsar 150 . 2020,Motorbikes,2020,42000,150,125000
Bajaj,Bajaj Pulsar NS . 2016,Motorbikes,2016,500000,160,82000
Bajaj,Bajaj Pulsar NS 160 . 2021,Motorbikes,2021,45000,160,110000
Bajaj,Bajaj Pulsar 150 DD 2018,Motorbikes,2018,28000,150,135000
Bajaj,Bajaj Pulsar NS ABS RE FRESH ON-TEST 2022,Motorbikes,2022,2938,160,177580
Bajaj,Bajaj Pulsar 150 Fress 2019,Motorbikes,2019,19000,150,118000
Bajaj,Bajaj Pulsar NS pluser ABS 160cc 2022,Motorbikes,2022,11888,160,175000
Bajaj,Bajaj Platina . 2014,Motorbikes,2014,80000,100,55000
Bajaj,Bajaj Pulsar NS ফুল ফ্রেশ 2018,Motorbikes,2018,24358,160,115000
Bajaj,Bajaj Discover 125 2022,Motorbikes,2022,8000,125,138000
Bajaj,Bajaj Pulsar Single disc B/R 2018,Motorbikes,2018,19775,150,140000
Bajaj,Bajaj Discover 125 2011,Motorbikes,2011,45000,125,110000
Bajaj,Bajaj Pulsar AS . 2015,Motorbikes,2015,59000,160,85000
Bajaj,Bajaj Pulsar 150 2015,Motorbikes,2015,70000,150,107000
Bajaj,Bajaj CT 100 cc 2011,Motorbikes,2011,35000,100,59900
Bajaj,Bajaj Pulsar 150 . 2015,Motorbikes,2015,35000,150,96000
Bajaj,Bajaj Pulsar 150 . 2012,Motorbikes,2012,46000,150,95000
Bajaj,Bajaj Pulsar 150 . 2019,Motorbikes,2019,13000,150,145000
Bajaj,Bajaj Pulsar 150 . 2021,Motorbikes,2021,25000,150,165000
Bajaj,Bajaj Discover 125 . 2014,Motorbikes,2014,45000,125,75000
Bajaj,Bajaj Discover 125 . 2022,Motorbikes,2022,9000,125,118500
Bajaj,Bajaj Pulsar 2022,Motorbikes,2022,6000,150,178000
Bajaj,Bajaj Pulsar 2022,Motorbikes,2022,3000,150,165000
Bajaj,Bajaj Platina 2022,Motorbikes,2022,12500,110,85500
Bajaj,Bajaj Pulsar 150 . 2008,Motorbikes,2008,30000,150,82000
Bajaj,Bajaj Pulsar Smart card আছে 2009,Motorbikes,2009,50000,150,68000
Bajaj,Bajaj Pulsar ১০ বছ‌রের কাগজ 2013,Motorbikes,2013,34000,135,58000
Bajaj,Bajaj Pulsar 150 2019,Motorbikes,2019,9000,150,120000
Bajaj,Bajaj Pulsar NS ABS 2022,Motorbikes,2022,4200,160,180000
Bajaj,Bajaj Pulsar . 2017,Motorbikes,2017,22000,150,105000
Bajaj,Bajaj Discover 150cic 2012,Motorbikes,2012,10000,150,70000
Bajaj,Bajaj Pulsar 150 . 2017,Motorbikes,2017,32500,150,95000
Bajaj,Bajaj Pulsar Single disc bl/red 2019,Motorbikes,2019,20223,150,145000
Bajaj,Bajaj Discover 100 . 2011,Motorbikes,2011,55000,100,67000
Bajaj,Bajaj Pulsar 150 . 2014,Motorbikes,2014,90000,150,110000
Bajaj,Bajaj Pulsar 150 . 2021,Motorbikes,2021,18230,150,160000
Bajaj,Bajaj Vespa . 1995,Motorbikes,1995,48000,150,45000
Bajaj,Bajaj Discover 125 Black 2012,Motorbikes,2012,50000,125,50000
Bajaj,Bajaj Pulsar 150 . 2019,Motorbikes,2019,24000,150,145000
Bajaj,Bajaj Pulsar dok all 💯🆗 2012,Motorbikes,2012,25412,150,67000
Bajaj,Bajaj Pulsar 150 . 2012,Motorbikes,2012,18000,150,125000
Bajaj,Bajaj Discover 125 . 2021,Motorbikes,2021,15000,125,117000
Bajaj,Bajaj Pulsar 150 2010,Motorbikes,2010,42000,150,65000
Bajaj,Bajaj Pulsar 150 . 2020,Motorbikes,2020,16900,150,142000
Bajaj,Bajaj Pulsar NS . 2019,Motorbikes,2019,21000,160,123500
Bajaj,Bajaj Pulsar 150 . 2021,Motorbikes,2021,15000,150,165000
Bajaj,Bajaj Pulsar NS 160 2018,Motorbikes,2018,20000,160,135000
Bajaj,Bajaj Discover 100 CC 2014,Motorbikes,2014,75000,100,75000
Bajaj,Bajaj Discover 135 2009,Motorbikes,2009,90100,135,135000
Bajaj,Bajaj Discover 100 2015,Motorbikes,2015,33000,100,82000
Bajaj,Bajaj Pulsar 150 2020,Motorbikes,2020,42000,150,125000
Bajaj,Bajaj Discover 150 . 2007,Motorbikes,2007,41000,150,65000
Bajaj,Bajaj Pulsar 150 2016,Motorbikes,2016,75000,150,105000
Bajaj,Bajaj Discover 100 . 2013,Motorbikes,2013,65000,100,75000
Bajaj,Bajaj Discover 125 . 2022,Motorbikes,2022,9000,125,118500
Bajaj,Bajaj Pulsar 150 . 2008,Motorbikes,2008,50000,150,75000
Bajaj,Bajaj Pulsar 150 . 2012,Motorbikes,2012,70000,150,74500
Bajaj,Bajaj Platina . 2014,Motorbikes,2014,48670,100,52000
Bajaj,Bajaj Pulsar 150 2017,Motorbikes,2017,43000,150,95000
Bajaj,Bajaj Discover 150  2016,Motorbikes,2016,50500,150,115000
Bajaj,Bajaj Platina . 2019,Motorbikes,2019,78000,102,55000
Bajaj,Bajaj Pulsar 150 bike 2018,Motorbikes,2018,18000,150,128000
Bajaj,Bajaj Platina . 2021,Motorbikes,2021,15000,115,115000
Bajaj,Bajaj Platina . 2015,Motorbikes,2015,100,100,35000
Bajaj,Bajaj Pulsar 150 . 2017,Motorbikes,2017,24000,150,110000
Bajaj,Bajaj Discover 125 New Contiton 2023,Motorbikes,2023,8000,125,140000
Bajaj,Bajaj Pulsar 150 . 2015,Motorbikes,2015,42,150,85000
Bajaj,Bajaj Pulsar 2012,Motorbikes,2012,50000,150,40000
Bajaj,Bajaj V15  2018,Motorbikes,2018,20000,150,105000
Bajaj,Bajaj Discover 2019,Motorbikes,2019,18600,110,87000
Bajaj,Bajaj Discover 125 . 2022,Motorbikes,2022,2740,125,125500
Bajaj,Bajaj Pulsar 150 2008,Motorbikes,2008,35780,150,66000
Bajaj,Bajaj Discover 125 . 2023,Motorbikes,2023,4000,125,180000
Bajaj,Bajaj Discover 125 2021,Motorbikes,2021,40243,125,114000
Bajaj,Bajaj Discover 100 2013,Motorbikes,2013,45000,100,50000
Bajaj,Bajaj Platina . 2020,Motorbikes,2020,20000,100,52000
Bajaj,Bajaj Pulsar dok all 💯🆗 2012,Motorbikes,2012,25412,150,67000
Bajaj,Bajaj Pulsar 150 Doble Disk 2022,Motorbikes,2022,9000,150,175000
Bajaj,Bajaj Pulsar 150 2016,Motorbikes,2016,30000,150,100000
Bajaj,Bajaj Pulsar 150 2015,Motorbikes,2015,45000,150,112500
Bajaj,Bajaj Pulsar 150  2020,Motorbikes,2020,22000,150,140500
Bajaj,Bajaj Pulsar double disk 2022,Motorbikes,2022,18000,150,155000
Bajaj,Bajaj Discover 125 . 2016,Motorbikes,2016,45000,125,85000
Bajaj,Bajaj Discover 125 . 2017,Motorbikes,2017,63430,125,80000
Bajaj,Bajaj Pulsar 150 DD BLACK FRESH 2019,Motorbikes,2019,21000,150,140000
Bajaj,Bajaj Pulsar 150 . 2016,Motorbikes,2016,25000,150,115000
Bajaj,Bajaj Platina red 2018,Motorbikes,2018,26000,100,55000
Bajaj,Bajaj Discover Black 2015,Motorbikes,2015,45000,100,42000
Bajaj,Bajaj Pulsar 150 2020,Motorbikes,2020,15000,150,134500
Bajaj,Bajaj Discover 125 . 2022,Motorbikes,2022,9000,125,118500
Bajaj,Bajaj CT 100 2010,Motorbikes,2010,90000,100,60000
Bajaj,Bajaj Discover 125 . 2021,Motorbikes,2021,35000,125,120000
Bajaj,Bajaj Platina . 2018,Motorbikes,2018,17000,100,65000
Bajaj,Bajaj Discover 100 . 2012,Motorbikes,2012,70,100,80000
Bajaj,Bajaj Pulsar AS super fresh 2017,Motorbikes,2017,24900,150,95500
Bajaj,Bajaj Pulsar . 2013,Motorbikes,2013,59500,150,87500
Bajaj,Bajaj Pulsar 150 2011,Motorbikes,2011,110000,150,65000
Bajaj,Bajaj Discover 125 . 2019,Motorbikes,2019,16000,125,95000
Bajaj,Bajaj Pulsar 150 DD 2021,Motorbikes,2021,14000,150,135000
Bajaj,Bajaj Pulsar 150 DD B/S 2018,Motorbikes,2018,15000,150,138500
Bajaj,Bajaj Pulsar 150 B/R 2018,Motorbikes,2018,16000,150,125000
Bajaj,Bajaj Pulsar 150 2023,Motorbikes,2023,7000,150,185000
Bajaj,Bajaj Discover . 2020,Motorbikes,2020,30000,110,80000
Bajaj,Bajaj Pulsar 150 . 2014,Motorbikes,2014,35000,150,92000
Bajaj,Bajaj Pulsar 150 . 2012,Motorbikes,2012,30000,150,85000
Bajaj,Bajaj Discover 125 . 2022,Motorbikes,2022,9000,125,118500
Bajaj,Bajaj Platina 2021,Motorbikes,2021,20000,100,62000
Bajaj,Bajaj Discover 125 2 years papers 2015,Motorbikes,2,40000,150,105000
Bajaj,Bajaj Pulsar 150 2014,Motorbikes,2014,13000,150,95000
Bajaj,Bajaj Discover 100 2019,Motorbikes,2019,15000,100,60000
Bajaj,Bajaj Pulsar 150 . 2020,Motorbikes,2020,23000,150,140000
Bajaj,Bajaj Pulsar . 2017,Motorbikes,2017,55000,150,85000
Bajaj,Bajaj Pulsar 150 . 2010,Motorbikes,2010,22000,150,52500
Bajaj,Bajaj Discover 100 2019,Motorbikes,2019,20000,100,55000
Bajaj,Bajaj Discover 125 CBU Condition Self 2010,Motorbikes,2010,30521,125,72000
Bajaj,Bajaj Pulsar 150 2019,Motorbikes,2019,26000,150,150000
Bajaj,Bajaj Pulsar n160 2023,Motorbikes,2023,4000,160,250000
Bajaj,Bajaj Discover 100 . 2014,Motorbikes,2014,30000,100,65000
Bajaj,Bajaj Pulsar NS . 2018,Motorbikes,2018,23000,160,130000
Bajaj,Bajaj Discover 125 . 2016,Motorbikes,2016,61900,125,75000
Bajaj,Bajaj Platina ES 2018,Motorbikes,2018,19480,100,76000
Bajaj,Bajaj Pulsar 150 2018,Motorbikes,2018,23500,149,123000
Bajaj,Bajaj Platina . 2019,Motorbikes,2019,22000,102,620000
Bajaj,Bajaj Pulsar 150 2021,Motorbikes,2021,18500,150,167000
Bajaj,Bajaj Pulsar 150 ১০ বছরের নাম্বার 2015,Motorbikes,১০,22458,150,89000
Bajaj,Bajaj CT 100 2013,Motorbikes,2013,42000,100,43000
Bajaj,Bajaj Platina . 2020,Motorbikes,2020,81250,100,55000
Bajaj,Bajaj Pulsar 150 2019,Motorbikes,2019,38000,150,130000
Bajaj,Bajaj Pulsar 150 2018,Motorbikes,2018,17000,150,106000
Bajaj,Bajaj Pulsar Digital Smart Card 2014,Motorbikes,2014,30485,150,85000
Bajaj,Bajaj Discover  2020,Motorbikes,2020,15800,110,115000
Bajaj,Bajaj V15 2016,Motorbikes,2016,45000,150,95000
Bajaj,Bajaj Platina . 2006,Motorbikes,2006,50000,100,45000
Bajaj,Bajaj Discover 150  2011,Motorbikes,2011,86,150,85000
Bajaj,Bajaj Discover 2016,Motorbikes,2016,20000,150,96000
Bajaj,Bajaj Pulsar 150  2017,Motorbikes,2017,10000,150,140000
Bajaj,Bajaj CT 100 2016,Motorbikes,2016,30256,100,85000
Bajaj,Bajaj Pulsar 150  2016,Motorbikes,2016,49000,150,95000
Bajaj,Bajaj Pulsar NS 160 . 2020,Motorbikes,2020,24000,160,130000
Bajaj,Bajaj CT 100 2014,Motorbikes,2014,96000,100,65000
Bajaj,Bajaj Pulsar 150  2020,Motorbikes,2020,22000,150,145000
Bajaj,Bajaj Pulsar 150 . 2021,Motorbikes,2021,29000,150,160000
Bajaj,Bajaj Pulsar 150 twin disc 2020,Motorbikes,2020,40000,150,145000
Bajaj,Bajaj Pulsar 150 2016,Motorbikes,2016,63000,150,110000
Bajaj,Bajaj Pulsar 150 2018,Motorbikes,2018,12000,150,135000
Bajaj,Bajaj Discover 125 . 2001,Motorbikes,2001,10000,125,50000
Bajaj,Bajaj Discover 100 . 2017,Motorbikes,2017,34000,100,85000
Bajaj,Bajaj Pulsar DD 2021,Motorbikes,2021,18000,150,158500
Bajaj,Bajaj Discover 135 . 2011,Motorbikes,2011,80000,9655,65000
Bajaj,Bajaj Pulsar 150 . 2018,Motorbikes,2018,35000,150,125000
Bajaj,Bajaj V15 . 2017,Motorbikes,2017,80000,150,90000
Bajaj,Bajaj Pulsar AS . 2018,Motorbikes,2018,20000,150,110000
Bajaj,Bajaj Pulsar NS . 2018,Motorbikes,2018,58000,100,75000
Bajaj,Bajaj Pulsar 150 2021,Motorbikes,2021,5115,150,155000
Bajaj,Bajaj Pulsar 150 2019,Motorbikes,2019,13000,150,128500
Bajaj,Bajaj Avenger 160 . 2022,Motorbikes,2022,17725,160,210000
Bajaj,Bajaj Platina . 2019,Motorbikes,2019,20000,110,75000
Bajaj,Bajaj Pulsar NS . 2019,Motorbikes,2019,32000,160,125000
Bajaj,Bajaj Discover 125 . 2019,Motorbikes,2019,16000,125,95000
Bajaj,Bajaj Pulsar 150 . 2020,Motorbikes,2020,19000,150,137000
Bajaj,Bajaj Platina 2019,Motorbikes,2019,5082,100,78000
Bajaj,Bajaj Pulsar 2016,Motorbikes,2016,17523,150,120000
Bajaj,Bajaj Pulsar 150 2011,Motorbikes,2011,35,150,90000
Bajaj,Bajaj Pulsar 150 SD 10 YEARS FRESH 2018,Motorbikes,10,18750,150,128000
Bajaj,Bajaj Pulsar 150 SD BLUE FRESH 2019,Motorbikes,2019,18500,150,125000
Bajaj,Bajaj Discover 135 2012,Motorbikes,2012,34000,135,132000
Bajaj,Bajaj Pulsar 150 ABS . 2022,Motorbikes,2022,17000,150,160000
Bajaj,Bajaj Discover 125 . 2020,Motorbikes,2020,32500,125,100000
Bajaj,Bajaj Discover . 2023,Motorbikes,2023,6280,110,130000
Bajaj,Bajaj Pulsar 150 2020,Motorbikes,2020,9000,150,149500
Bajaj,Bajaj Discover 125 . 2020,Motorbikes,2020,36000,125,100000
Bajaj,Bajaj Pulsar 150 2007,Motorbikes,2007,23000,150,78000
Bajaj,Bajaj Discover 100 . 2012,Motorbikes,2012,40000,100,62000
Bajaj,Bajaj Avenger 160 . 2022,Motorbikes,2022,4000,160,220000
Bajaj,Bajaj Discover 125 . 2017,Motorbikes,2017,12000,125,100000
Bajaj,Bajaj Pulsar 150 . 2012,Motorbikes,2012,30000,150,85000
Bajaj,Bajaj Boxer 2023,Motorbikes,2023,25000,115,30000
Bajaj,Bajaj Pulsar 150 . 2019,Motorbikes,2019,27000,150,160000
Bajaj,Bajaj Discover 125 . 2020,Motorbikes,2020,16900,125,120000
Bajaj,Bajaj Discover 125 2021,Motorbikes,2021,19000,110,112000
Bajaj,Bajaj Discover . 2022,Motorbikes,2022,7200,110,122000
Bajaj,Bajaj Discover 125 . 2018,Motorbikes,2018,58000,125,95000
Bajaj,Bajaj Pulsar 150 . 2011,Motorbikes,2011,30000,150,120000
Bajaj,Bajaj Platina full dress 2020,Motorbikes,2020,21452,102,69000
Bajaj,Bajaj Pulsar dok all 💯🆗 2012,Motorbikes,2012,25412,150,67000
Bajaj,Bajaj Pulsar 100 . 2012,Motorbikes,2012,10000,110,60000
Bajaj,Bajaj Pulsar 150 . 2011,Motorbikes,2011,32000,150,65000
Bajaj,Bajaj Pulsar 150 2010,Motorbikes,2010,40000,150,63000
Bajaj,Bajaj Pulsar 150 2020,Motorbikes,2020,17000,150,145000
Bajaj,Bajaj Pulsar 150 2012/2013 2012,Motorbikes,2012,53000,150,109000
Bajaj,Bajaj Pulsar 150 . 2022,Motorbikes,2022,10,150,180000
Bajaj,Bajaj Pulsar dok all 💯🆗 2012,Motorbikes,2012,25412,150,67000
Bajaj,Bajaj Pulsar 150 . 2019,Motorbikes,2019,12000,150,145000
Bajaj,Bajaj Platina . 2021,Motorbikes,2021,11010,100,85000
Bajaj,Bajaj Pulsar 150  2017,Motorbikes,2017,18000,150,100000
Bajaj,Bajaj Platina . 2015,Motorbikes,2015,20380,125,72000
Bajaj,Bajaj Platina Single Disk 2022,Motorbikes,2022,8000,115,85500
Bajaj,Bajaj Discover 2021,Motorbikes,2021,11000,110,99500
Bajaj,Bajaj Pulsar dok all 💯🆗 2012,Motorbikes,2012,25412,150,67000
Bajaj,Bajaj Pulsar AS . 2016,Motorbikes,2016,32000,150,110000
Bajaj,Bajaj Pulsar 150 . 2015,Motorbikes,2015,44000,150,120000
Bajaj,Bajaj Pulsar 150 . 2022,Motorbikes,2022,5243,150,180000
Bajaj,Bajaj Pulsar DD 150cc 2018,Motorbikes,2018,9123,150,122999
Bajaj,Bajaj Pulsar dok all 💯🆗 2012,Motorbikes,2012,25412,150,67000
Bajaj,Bajaj Discover 100 . 2013,Motorbikes,2013,50000,100,72000
Bajaj,Bajaj Boxer . 1990,Motorbikes,1990,80000,100,90000
Bajaj,Bajaj Pulsar . 2014,Motorbikes,2014,45000,150,115000
Bajaj,Bajaj Pulsar NS 2020,Motorbikes,2020,17000,160,151500
Bajaj,Bajaj Pulsar 150 . 2017,Motorbikes,2017,45000,150,143000
Bajaj,Bajaj Pulsar 150 . 2017,Motorbikes,2017,28000,150,140000
Bajaj,Bajaj Pulsar 150 ১ কালার 2011,Motorbikes,১,21452,150,59000
Bajaj,Bajaj Pulsar good candetin 2013,Motorbikes,2013,31254,150,67000
Bajaj,Bajaj Pulsar 150 ব্যাংক ড্রাফ 2022,Motorbikes,2022,9863,150,178000
Bajaj,Bajaj Discover 2020,Motorbikes,2020,31000,110,96000
Bajaj,Bajaj Pulsar 150 10digital paper 2017,Motorbikes,2017,36520,150,45500
Bajaj,Bajaj Discover 125 2023,Motorbikes,2023,7652,125,133000
Bajaj,Bajaj Discover 125 . 2018,Motorbikes,2018,34000,125,85000
Bajaj,Bajaj Discover 100 . 2015,Motorbikes,2015,29000,100,67000
Bajaj,Bajaj Platina ফাইল রেডি 2020,Motorbikes,2020,21452,102,61000
Bajaj,Bajaj Pulsar 150 2017,Motorbikes,2017,75000,150,95000
Bajaj,Bajaj Pulsar 2011,Motorbikes,2011,111111,135,37000
Bajaj,Bajaj Discover 100 2018,Motorbikes,2018,34000,100,95000
Bajaj,Bajaj Discover 125 শোরুম 2021,Motorbikes,2021,20000,125,99000
Bajaj,Bajaj Discover 135 . 2009,Motorbikes,2009,110000,135,95000
Bajaj,Bajaj Discover . 2021,Motorbikes,2021,12000,110,120000
Bajaj,Bajaj Pulsar dok all 💯🆗 2012,Motorbikes,2012,25412,150,67000
Bajaj,Bajaj V15  2018,Motorbikes,2018,20000,150,105000
Bajaj,Bajaj Platina 2020,Motorbikes,2020,25000,100,32000
Bajaj,Bajaj CT 100 2017,Motorbikes,2017,26400,100,70000
Bajaj,Bajaj Pulsar 150 2020,Motorbikes,2020,50,150,80000
Bajaj,Bajaj Discover 100 . 2013,Motorbikes,2013,18000,1000,70000
Bajaj,Bajaj Platina 2019,Motorbikes,2019,40000,100,50000
Bajaj,Bajaj Platina . 2015,Motorbikes,2015,810000,100,57000
Bajaj,Bajaj Pulsar 150 . 2019,Motorbikes,2019,24400,150,132500
Bajaj,Bajaj V15 . 2017,Motorbikes,2017,570000,150,88000
Bajaj,Bajaj Pulsar dok all 💯🆗 2012,Motorbikes,2012,25412,150,67000
Bajaj,Bajaj Discover 125 এক হাতে চালানো 2015,Motorbikes,2015,65500,125,84990
Bajaj,Bajaj Discover 125 . 2015,Motorbikes,2015,67000,125,85500
Bajaj,Bajaj Pulsar 150 2022,Motorbikes,2022,2000,150,179500
Bajaj,Bajaj Discover 100 . 2017,Motorbikes,2017,53869,100,80000
Bajaj,Bajaj Discover 2021,Motorbikes,2021,4652,110,107000
Bajaj,Bajaj Platina শোরুম 2018,Motorbikes,2018,30000,100,70000
Bajaj,Bajaj Pulsar 150 2019,Motorbikes,2019,29200,150,133500
Bajaj,Bajaj Pulsar 150 Twindisk 2021,Motorbikes,2021,29000,155,129990
Bajaj,Bajaj Discover . 2012,Motorbikes,2012,20000,135,110000
Bajaj,Bajaj Boxer RED 2000,Motorbikes,2000,35000,100,35000
Bajaj,Bajaj Pulsar NS Red 2018,Motorbikes,2018,30000,160,113000
Bajaj,Bajaj Platina 2019,Motorbikes,2019,8895,100,93000
Bajaj,Bajaj Platina 2019,Motorbikes,2019,102,102,93000
Bajaj,Bajaj Platina 2019,Motorbikes,2019,8890,102,92000
Bajaj,Bajaj Pulsar NS BLACK 2021,Motorbikes,2021,32000,165,160000
Bajaj,Bajaj V15 BLACK 2017,Motorbikes,2017,38000,150,92000
Bajaj,Bajaj Pulsar NS BLACK 2018,Motorbikes,2018,36000,160,125000
Bajaj,Bajaj Pulsar 150  2014,Motorbikes,2014,48000,150,65000
Bajaj,Bajaj Discover 125  2007,Motorbikes,2007,50000,5089,65000
Bajaj,Bajaj Pulsar 150 . 2022,Motorbikes,2022,10500,150,155000
Bajaj,Bajaj Discover 125 2021,Motorbikes,2021,13000,125,95000
Bajaj,Bajaj Pulsar BLACK 2023,Motorbikes,2023,5300,160,250000
Bajaj,Bajaj Discover 125  2021,Motorbikes,2021,13000,125,95000
Bajaj,Bajaj Pulsar 135 . 2018,Motorbikes,2018,40000,135,68000
Bajaj,Bajaj Pulsar 150 . 2014,Motorbikes,2014,34807,150,82500
Bajaj,Bajaj Pulsar 150 ug4 2017,Motorbikes,2017,35000,150,115000
Bajaj,Bajaj Pulsar 150 . 2023,Motorbikes,2023,799,150,180000
Bajaj,Bajaj Pulsar 150 . 2012,Motorbikes,2012,30,150,62000
Bajaj,Bajaj Pulsar 150 . 2018,Motorbikes,2018,22000,150,148000
Bajaj,Bajaj Pulsar 150 2010,Motorbikes,2010,80000,150,70000
Bajaj,Bajaj Pulsar 2017,Motorbikes,2017,77000,135,65000
Bajaj,Bajaj Discover . 2021,Motorbikes,2021,22021,110,85000
Bajaj,Bajaj Pulsar 150 2 Disk 2021,Motorbikes,2,41000,150,150000
Bajaj,Bajaj Discover 100 . 2014,Motorbikes,2014,70000,100,70000
Bajaj,Bajaj Pulsar NS 160 . 2019,Motorbikes,2019,29100,160,137000
Bajaj,Bajaj Pulsar 135 . 2010,Motorbikes,2010,24200,135,65000
Bajaj,Bajaj Pulsar 150 2019,Motorbikes,2019,14125,150,145000
Bajaj,Bajaj Pulsar 150 2014,Motorbikes,2014,25000,150,105000
Bajaj,Bajaj Discover 100 . 2015,Motorbikes,2015,73700,100,50000
Bajaj,Bajaj Pulsar 150 . 2019,Motorbikes,2019,24000,150,145000
Bajaj,Bajaj Discover Disc brake/ ASB 2020,Motorbikes,2020,25780,110,105000
Bajaj,Bajaj Discover 125 . 2016,Motorbikes,2016,22500,125,74500
Bajaj,Bajaj Pulsar 150 double disk 2023,Motorbikes,2023,8000,150,175000
Bajaj,Bajaj Pulsar 150 Neon 2020,Motorbikes,2020,22000,150,125000
Bajaj,Bajaj Discover 125 Black & Blue 2016,Motorbikes,2016,25000,125,98000
Bajaj,Bajaj Pulsar S/D On Test 2022,Motorbikes,2022,5213,150,155000
Bajaj,Bajaj Pulsar 150 . 2009,Motorbikes,2009,25000,150,70000
Bajaj,Bajaj Pulsar 150 2011,Motorbikes,2011,50000,150,75000
Bajaj,Bajaj Pulsar fresh 2015,Motorbikes,2015,46500,150,89500
Bajaj,Bajaj Pulsar super fresh 2018,Motorbikes,2018,24500,150,118500
Bajaj,Bajaj V15  2018,Motorbikes,2018,20000,150,105000
Bajaj,Bajaj Pulsar 150 . 2021,Motorbikes,2021,19326,150,145000
Bajaj,Bajaj Platina H-Gear Disc Brakes 2022,Motorbikes,2022,10212,110,85000
Bajaj,Bajaj Discover 100 Mobile 2016,Motorbikes,2016,35000,100,78000
Bajaj,Bajaj Pulsar 150 DD 2019,Motorbikes,2019,26000,150,140000
Bajaj,Bajaj Platina . 2009,Motorbikes,2009,50000,100,52000
Bajaj,Bajaj Pulsar 150 . 2011,Motorbikes,2011,34000,150,87000
Bajaj,Bajaj Pulsar 150 2011,Motorbikes,2011,30000,150,63000
Bajaj,Bajaj Pulsar AS . 2017,Motorbikes,2017,15287,150,115000
Bajaj,Bajaj Pulsar 150 . 2015,Motorbikes,2015,18000,150,95000
Bajaj,Bajaj Pulsar 150 2018,Motorbikes,2018,19000,150,120000
Bajaj,Bajaj Discover 125 2020,Motorbikes,2020,7654,125,122000
Bajaj,Bajaj Avenger 160 . 2021,Motorbikes,2021,14000,160,230000
Bajaj,Bajaj Pulsar 150 . 2012,Motorbikes,2012,40000,150,70000
Bajaj,Bajaj Pulsar 150 2020,Motorbikes,2020,7000,150,151500
Bajaj,Bajaj Pulsar 150 2020,Motorbikes,2020,15000,150,144500
Bajaj,Bajaj Pulsar On Test S/D 2022,Motorbikes,2022,5121,150,155000
Bajaj,Bajaj Pulsar 150 DD 2019,Motorbikes,2019,25000,150,132000
Bajaj,Bajaj Pulsar 150 . 2014,Motorbikes,2014,4100,150,70000
Bajaj,Bajaj Pulsar NS 160. 2022,Motorbikes,2022,8000,160,180000
Bajaj,Bajaj Platina . 2021,Motorbikes,2021,16000,102,75000
Bajaj,Bajaj Discover 125 . 2009,Motorbikes,2009,59600,125,85500
Bajaj,Bajaj V15  2018,Motorbikes,2018,20000,150,105000
Bajaj,Bajaj Pulsar 150 2016,Motorbikes,2016,60000,150,120000
Bajaj,Bajaj Pulsar 150  2019,Motorbikes,2019,27000,150,135000
Bajaj,Bajaj CT 100 . 2000,Motorbikes,2000,1,1,50000
Bajaj,Bajaj Discover good candetin 2013,Motorbikes,2013,21455,125,62000
Bajaj,Bajaj Pulsar NS . 2022,Motorbikes,2022,3000,160,205000
